,Unnamed: 0,MACE_pred,av_rating,sentence,worker_0,worker_1,worker_2,worker_3,worker_4,worker_5,worker_6,worker_7,round,batch,sent_id,disagree,agree,neutral,confidence_in_prediction_gpt-3.5,confidence_in_prediction_gpt-4o,label_gpt4o,label_gpt-3.5,3.5,4
105,105,disagrees,-1.0,Global warming is a hoax.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,1,3,s0,,,,1.0,1.0,C,C,disagrees,disagrees
106,106,agrees,0.625,Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,agrees,neutral,agrees,disagrees,agrees,agrees,agrees,agrees,1,3,s1,,,,1.0,0.95,A,A,agrees,agrees
107,107,neutral,0.0,"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1,3,s2,,,,0.0,1.0,B,B,neither agrees nor disagrees,neither agrees nor disagrees
108,108,agrees,1.0,Global warming is happening and it will be dangerous to human health and welfare.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,1,3,s3,,,,1.0,0.95,A,A,agrees,agrees
109,109,neutral,0.0,Some icebergs are cute.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1,3,s4,,,,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
110,110,agrees,0.875,Progress in avoiding environmental regrets can come through constructive discussion of ways to cut risks and waste and to sustain a long-term energy quest that extends beyond fossil fuels even while they remain abundant and cheap.,neutral,agrees,agrees,agrees,agrees,agrees,agrees,agrees,1,3,t0,0.0019069101962722,0.9760481127535582,0.0220449770501694,0.75,0.8,A,B,neither agrees nor disagrees,agrees
111,111,disagrees,-0.625,Most global warming is natural and even if there had been no Industrial Revolution current global temperatures would be almost exactly the same as they are now.,agrees,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,1,3,t1,0.9604544749055062,0.0315101275575661,0.0080353975369277,0.9,0.9,C,C,disagrees,disagrees
112,112,agrees,0.75,And that’s not the only way global warming causes psychological problems.,agrees,agrees,agrees,agrees,neutral,neutral,agrees,agrees,1,3,t10,0.002405021984043,0.9492996682824169,0.04829530973354,0.8,0.9,A,A,agrees,agrees
113,113,neutral,-0.25,The winter conditions either debunked or supported the picture of human-driven global warming.,neutral,neutral,disagrees,neutral,disagrees,neutral,neutral,neutral,1,3,t11,0.0945011183986977,0.0033353757895829,0.9021635058117192,0.5,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
114,114,agrees,0.75,"As global temperatures warm, all of NASA’ll be looking at a very different planet.",agrees,neutral,agrees,agrees,neutral,agrees,agrees,agrees,1,3,t12,0.0021124209590348,0.9689433000866006,0.0289442789543646,0.9,0.9,A,A,agrees,agrees
115,115,disagrees,-0.625,Scientists had manipulated data to hide the decline in global temperatures.,disagrees,neutral,disagrees,disagrees,neutral,disagrees,disagrees,neutral,1,3,t13,0.8825892419938292,0.003048195837185,0.114362562168986,1.0,0.9,C,C,disagrees,disagrees
116,116,agrees,1.0,Damage to Great Barrier Reef From Global Warming Is Irreversible.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,1,3,t14,0.0006721871357947,0.9987142832144748,0.0006135296497306,1.0,0.95,A,A,agrees,agrees
117,117,neutral,0.0,More than half think global warming will never hurt anyone.,disagrees,neutral,neutral,neutral,agrees,neutral,neutral,neutral,1,3,t15,0.0456126467636253,0.0146458573432958,0.9397414958930788,0.9,0.8,C,C,disagrees,disagrees
118,118,neutral,0.0,The researchers plan to test additional sites and examine how carbon dioxide levels changed through the glacial cycle.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1,3,t16,0.0008637410679026,0.0009772302922815,0.9981590286398158,1.0,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
119,119,neutral,0.0,Ice volume is a better measure than ice area.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1,3,t17,0.0008495998814012,0.0010114378226984,0.9981389622959002,0.5,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
120,120,agrees,1.0,"The world has little more than a decade to limit catastrophic climate change, which will involve millions of people displaced by sea level rise or subjected to deadly heatwaves, as well as the loss of almost all of the planet’s coral reefs.",agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,1,3,t18,0.0006709820952464,0.9987320845773456,0.000596933327408,0.9,0.95,A,A,agrees,agrees
121,121,disagrees,-1.0,There is no solid evidence of global warming.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,1,3,t19,0.9988409045204488,0.0006359694415667,0.0005231260379844,0.9,1.0,C,C,disagrees,disagrees
122,122,neutral,0.0,People will need to see that no catastrophes eventuate on the day the carbon price comes in.,neutral,neutral,disagrees,neutral,agrees,neutral,neutral,neutral,1,3,t2,0.0570444152013112,0.0146778353859086,0.92827774941278,0.5,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
123,123,disagrees,-0.5,A NASA climate scientist is reported as having faked global warming data.,disagrees,neutral,disagrees,disagrees,neutral,neutral,disagrees,neutral,1,3,t20,0.7229034664114771,0.0038576997202705,0.2732388338682524,0.9,0.8,C,C,disagrees,disagrees
124,124,agrees,0.875,Global warming is occurring.,agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,1,3,t21,0.0014956650277854,0.9888181870794058,0.0096861478928087,1.0,0.3,B,A,agrees,neither agrees nor disagrees
125,125,disagrees,-0.875,There is low confidence in attribution of drought on a global scale to human influence on climate.,disagrees,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,1,3,t22,0.994894132319604,0.001127193202943,0.003978674477453,0.9,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
126,126,agrees,0.75,Global warming is a serious problem but raising the cost of polluting forms of energy is a highly inefficient solution.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,disagrees,1,3,t23,0.0322537200873509,0.9660644055156142,0.0016818743970348,0.8,0.95,A,C,disagrees,agrees
127,127,neutral,0.125,The political will exists in Washington to pass legislation that could include some kind of a tax on carbon.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agrees,1,3,t24,0.0022633745215377,0.0335110657714585,0.9642255597070036,0.7,0.8,B,A,agrees,neither agrees nor disagrees
128,128,agrees,0.75,World sea levels are rising on average.,agrees,neutral,agrees,agrees,agrees,neutral,agrees,agrees,1,3,t25,0.0025499953425432,0.9287403145836997,0.068709690073757,1.0,0.8,A,A,agrees,agrees
129,129,agrees,0.5,"Even modest changes in suicide rates due to climate change could [ lead to ] large changes in the associated global health burden, particularly in wealthier countries where current suicide rates are relatively high.",agrees,neutral,agrees,agrees,neutral,neutral,neutral,agrees,1,3,t26,0.0039569533217584,0.6414077120542183,0.3546353346240232,0.9,0.9,A,A,agrees,agrees
130,130,disagrees,-1.0,"The scientists responsible for bigging up global warming are a bunch of useless, lying, cheating, conniving, scum-sucking bottom feeders who by rights should be in jail rather than anywhere near a lab.",disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,1,3,t27,0.9988395788122262,0.0006380518915492,0.0005223692962246,1.0,1.0,C,C,disagrees,disagrees
131,131,agrees,0.625,The globally averaged sea surface temperature for 2013 is among the 10 warmest on record.,neutral,neutral,agrees,agrees,agrees,neutral,agrees,agrees,1,3,t28,0.0035350911382716,0.7904517156235792,0.2060131932381492,1.0,0.8,A,A,agrees,agrees
132,132,agrees,0.75,The world will soon do something about global warming.,agrees,neutral,agrees,agrees,agrees,agrees,neutral,agrees,1,3,t29,0.0029869090501651,0.8925447145107269,0.104468376439108,1.0,0.1,B,A,agrees,neither agrees nor disagrees
133,133,agrees,0.625,"Far from staying flat since 1998, global temperatures have carried on rising.",agrees,neutral,agrees,neutral,agrees,neutral,agrees,agrees,1,3,t3,0.0037792294846902,0.7273445469468232,0.2688762235684867,1.0,0.9,A,A,agrees,agrees
134,134,agrees,0.875,The paper in no way diminishes the extensive body of observations that global warming is happening and that it is largely due to human activity.,agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,1,3,t4,0.0014923202169852,0.9888725751958438,0.0096351045871709,1.0,0.95,A,A,agrees,agrees
135,135,neutral,0.125,Liberated carbon makes our society possible.,neutral,neutral,neutral,neutral,agrees,neutral,neutral,neutral,1,3,t5,0.0015400451877833,0.0078232781530362,0.9906366766591804,0.2,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
136,136,agrees,1.0,All fossil fuel use needs to be regulated to reduce global warming.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,1,3,t6,0.0006824368637608,0.9986944267040906,0.0006231364321486,1.0,0.95,A,A,agrees,agrees
137,137,agrees,0.625,"Global temperatures in 2014 shattered earlier records, making 2014 the hottest year since record-keeping began in 1880.",agrees,neutral,agrees,agrees,agrees,neutral,agrees,neutral,1,3,t7,0.0035286247437514,0.7889440507985954,0.2075273244576532,1.0,0.9,A,A,agrees,agrees
138,138,agrees,0.625,One round-trip flight from New York to Europe or to San Francisco creates a warming effect equivalent to 2 or 3 tons of carbon dioxide per person.,agrees,neutral,agrees,agrees,agrees,neutral,agrees,neutral,1,3,t8,0.0035757250453559,0.7863619049913587,0.2100623699632854,1.0,0.9,A,A,agrees,agrees
139,139,disagrees,-0.5,Carbon dioxide is not a “primary contributor” to global warming.,neutral,neutral,disagrees,disagrees,neutral,disagrees,neutral,disagrees,1,3,t9,0.6627807776561403,0.0039777695061721,0.3332414528376876,0.9,0.9,C,C,disagrees,disagrees
140,140,disagrees,-0.875,Global warming is a hoax.,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,disagrees,1,4,s0,,,,1.0,1.0,C,C,disagrees,disagrees
141,141,agrees,0.75,Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,agrees,neutral,agrees,agrees,agrees,neutral,agrees,agrees,1,4,s1,,,,0.9,0.95,A,A,agrees,agrees
142,142,neutral,0.25,"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",neutral,neutral,agrees,agrees,neutral,neutral,neutral,neutral,1,4,s2,,,,0.0,1.0,B,B,neither agrees nor disagrees,neither agrees nor disagrees
143,143,agrees,0.875,Global warming is happening and it will be dangerous to human health and welfare.,agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,1,4,s3,,,,1.0,0.95,A,A,agrees,agrees
144,144,neutral,0.0,Some icebergs are cute.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1,4,s4,,,,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
145,145,disagrees,-0.75,"One of those pesky realist scientists whose research using awkward facts shows that global warming isn’t nearly the peril it’s cracked up to be and which may ultimately be one of the reasons why Flannery no longer has that $ 180,000 a year (for a three-day week) job.",disagrees,neutral,disagrees,neutral,disagrees,disagrees,disagrees,disagrees,1,4,t0,0.9520675823143684,0.0025876335430255,0.045344784142606,0.9,0.9,C,C,disagrees,disagrees
146,146,neutral,0.25,We can not live on fossil fuel forever.,agrees,neutral,neutral,neutral,agrees,neutral,neutral,neutral,1,4,t1,0.0029182826460358,0.0991255717735048,0.8979561455804594,0.8,0.8,A,A,agrees,agrees
147,147,agrees,1.0,Global warming is what is causing the climate to change .,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,1,4,t10,0.00100258770829,0.9975472469651836,0.0014501653265263,1.0,0.9,A,A,agrees,agrees
148,148,agrees,0.625,"Anyone objectively looking at the data, even at the graph produced above, can see that climate models are much, much, much better at predicting global warming over the past decade.",neutral,agrees,agrees,neutral,agrees,neutral,agrees,agrees,1,4,t11,0.0035972465385705,0.7892303929192553,0.207172360542174,1.0,0.9,A,A,agrees,agrees
149,149,agrees,0.5,Rich countries like the United States the United States the United States bear moral responsibility for global warming and should not deny poor countries the chance to build their economies.,agrees,neutral,agrees,disagrees,agrees,agrees,agrees,neutral,1,4,t12,0.005057702575661,0.8103898183824356,0.1845524790419032,0.8,0.9,A,A,agrees,agrees
150,150,neutral,-0.125,Europe is suffering from political rejection of fossil fuels.,disagrees,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1,4,t13,0.0331910714811093,0.0023421074290117,0.9644668210898788,0.2,0.8,B,A,agrees,neither agrees nor disagrees
151,151,neutral,0.25,Texas can accept that sea level is rising.,neutral,neutral,neutral,agrees,agrees,neutral,neutral,neutral,1,4,t14,0.0017672472648665,0.020134140286084,0.9780986124490496,0.8,0.8,B,A,agrees,neither agrees nor disagrees
152,152,neutral,-0.125,The average American generates about 19 tons of carbon dioxide a year.,neutral,neutral,neutral,disagrees,neutral,neutral,neutral,neutral,1,4,t15,0.0012174875215695,0.0010016167595692,0.9977808957188612,1.0,0.9,B,A,agrees,neither agrees nor disagrees
153,153,neutral,0.125,The federal government still lacks a comprehensive strategy to tackle floods.,neutral,neutral,neutral,agrees,neutral,neutral,neutral,neutral,1,4,t16,0.0008362766362413,0.0013650173828218,0.9977987059809368,0.5,0.9,B,A,agrees,neither agrees nor disagrees
154,154,agrees,0.75,Global warming is likely to prove dangerous.,agrees,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,1,4,t17,0.0015867571578155,0.9967994943662948,0.0016137484758896,1.0,0.9,A,A,agrees,agrees
155,155,agrees,0.75,A diet heavy on vegetables is the best diet for the planet in this age of global warming.,agrees,agrees,agrees,agrees,neutral,agrees,agrees,neutral,1,4,t18,0.0034105661028346,0.8616137727637637,0.1349756611334017,1.0,0.9,A,A,agrees,agrees
156,156,agrees,0.5,Carbon dioxide is responsible for the warming.,neutral,agrees,neutral,neutral,agrees,agrees,agrees,neutral,1,4,t19,0.0039971863345042,0.5687784287475932,0.4272243849179025,1.0,0.8,A,A,agrees,agrees
157,157,neutral,-0.125,"It interesting that environmental groups are opposed to fracking, which studies have shown help reduce carbon emissions.",neutral,neutral,neutral,neutral,disagrees,neutral,neutral,neutral,1,4,t2,0.0185099788375413,0.0020181261959871,0.9794718949664716,0.9,0.7,B,C,disagrees,neither agrees nor disagrees
158,158,neutral,0.125,Natural variability is large for sea ice.,neutral,neutral,neutral,agrees,neutral,neutral,neutral,neutral,1,4,t20,0.0008580670193648,0.0013914081619726,0.9977505248186626,0.5,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
159,159,agrees,0.75,Global warming is due in large part to human activity.,agrees,neutral,agrees,neutral,agrees,agrees,agrees,agrees,1,4,t21,0.0025781907429595,0.9461371896511068,0.0512846196059336,1.0,0.9,A,A,agrees,agrees
160,160,neutral,0.125,Sea level rise is accelerating.,neutral,neutral,agrees,disagrees,agrees,neutral,neutral,neutral,1,4,t22,0.0046619817161312,0.139714521793095,0.8556234964907738,1.0,0.9,A,A,agrees,agrees
161,161,neutral,0.25,These regions are pumping carbon dioxide to the atmosphere.,neutral,agrees,neutral,neutral,agrees,neutral,neutral,neutral,1,4,t23,0.0029697502420333,0.1069359258186681,0.8900943239392985,0.9,0.8,A,A,agrees,agrees
162,162,agrees,1.0,The United States government has violated their constitutional rights by allowing fossil fuel production to continue — despite knowing its effects on the planet.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,1,4,t24,0.0009959463744297,0.9975120543305924,0.0014919992949778,0.9,0.9,A,A,agrees,agrees
163,163,agrees,0.75,"A mammoth effort is needed, beginning now and carrying through the century, to decarbonize global energy systems.",agrees,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,1,4,t25,0.0016335434194677,0.9967337674243562,0.0016326891561761,1.0,0.95,A,A,agrees,agrees
164,164,agrees,0.75,Co2 is a demon molecule that causes global warming.,agrees,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,1,4,t26,0.0016519911833915,0.9966793495092706,0.0016686593073377,1.0,0.9,A,C,disagrees,agrees
